,loss,acc,val_loss,val_acc
0,0.15658705196733586,0.10229814052581787,0.3337345023536682,0.0010599999222904444
1,0.13251865964697326,0.18174445629119873,0.3672594300079346,0.0011599999852478504
2,0.12447163045932944,0.21592189371585846,0.3685422405052185,0.0009999999310821295
3,0.11987001441812639,0.2364875078201294,0.3793905012512207,0.0009599999757483602
4,0.11684866269767721,0.2508447468280792,0.37974541776657106,0.0007399999885819852
5,0.11469077104999478,0.26032906770706177,0.39345854150772097,0.0009599999757483602
6,0.11300684048937851,0.2689555585384369,0.389878486328125,0.0009800000116229057
7,0.11167341421221806,0.27455514669418335,0.3987463538169861,0.0009199999622069299
8,0.1105415425869531,0.2801484763622284,0.40187209495544435,0.0009399999980814755
9,0.10960866536866685,0.28446251153945923,0.40652670166015625,0.0011199999134987593
10,0.10883605313257708,0.2880662679672241,0.4133251467132568,0.0009399999980814755
11,0.10814133706885334,0.2914678454399109,0.3957742645263672,0.0007599999662488699
12,0.10754134527157201,0.29438862204551697,0.4044603011512756,0.0009999999310821295
13,0.10696716833798076,0.2971704602241516,0.41464163469314574,0.0007999999797903001
14,0.10649766781361471,0.2995113134384155,0.4180299398994446,0.0009199999622069299
15,0.10603588853014814,0.30149543285369873,0.4134435960960388,0.0008999999845400453
16,0.1056360348809261,0.3035615086555481,0.41667937883377076,0.0007800000021234155
17,0.10526039503524834,0.3054129481315613,0.4199600796127319,0.0009999999310821295
18,0.1049103324441011,0.30684134364128113,0.4166242253112793,0.0007999999797903001
19,0.1046226880010797,0.30786773562431335,0.4204432616233826,0.0009399999980814755
20,0.10429606585241433,0.30998846888542175,0.42283631259918214,0.0008999999845400453
21,0.1040205625637364,0.3109290301799774,0.4274875621986389,0.0009800000116229057
22,0.10375607300967706,0.3122083246707916,0.4262079106903076,0.0008799999486654997
23,0.10349304624905878,0.31398090720176697,0.42212292972564697,0.0008999999845400453
24,0.1032993828015587,0.31483638286590576,0.4085392035675049,0.0009999999310821295
25,0.10306409141296055,0.31563565135002136,0.4227407188796997,0.0008999999845400453
26,0.1028588235056833,0.3165941536426544,0.4104947499275208,0.0008799999486654997
27,0.10264815061718904,0.3174106180667877,0.42677485389709474,0.0009999999310821295
28,0.10243446660536244,0.31892094016075134,0.4327953185272217,0.0009800000116229057
29,0.10226879593004312,0.31951650977134705,0.4235705227279663,0.0011599999852478504
30,0.10210799508307729,0.31997156143188477,0.43943245586395263,0.0009399999980814755
31,0.1019431982563168,0.3214491009712219,0.4254775874710083,0.0008199999574571848
32,0.10175672863914276,0.3219970464706421,0.4317007059669495,0.0008999999845400453
33,0.10161074720413685,0.322448194026947,0.4283079608917236,0.0011199999134987593
34,0.10146972202021133,0.32331383228302,0.43063252170562744,0.0008799999486654997
35,0.10133149514229348,0.32393279671669006,0.42351563245773316,0.0009599999757483602
36,0.10119496470641264,0.32476794719696045,0.4246974336051941,0.0009800000116229057
37,0.10105858257240123,0.3251941204071045,0.42310062154769895,0.0009800000116229057
38,0.10091315813984114,0.32647109031677246,0.4167720223236084,0.0010400000028312206
39,0.100807876642843,0.3267638087272644,0.43086507987976075,0.0009199999622069299
40,0.10062938808670649,0.3279587924480438,0.4384836735153198,0.0008999999845400453
41,0.10053563802689039,0.32800406217575073,0.43013946447372436,0.0009199999622069299
42,0.10044642547571418,0.328573077917099,0.4314805143547058,0.0008199999574571848
43,0.10033897942876495,0.32899224758148193,0.42864827539443967,0.0008999999845400453
44,0.10022048949880812,0.32967597246170044,0.4279035686302185,0.0008399999933317304
45,0.10012501968057314,0.3297954201698303,0.4337296421432495,0.0011999999405816197
46,0.10003803931514861,0.3306032717227936,0.4217895697593689,0.001019999966956675
47,0.0999303030218327,0.3311566710472107,0.42731106824874876,0.0010599999222904444
48,0.09984385760410214,0.3314189314842224,0.4313967494392395,0.0009199999622069299
49,0.0997530033267755,0.3319699764251709,0.4352954167938232,0.001180000021122396
50,0.09965135991865828,0.3322018086910248,0.4432977241897583,0.0009399999980814755
51,0.09956606566477352,0.33266621828079224,0.43497361330032347,0.0008799999486654997
52,0.09949128262698086,0.33291834592819214,0.43930156970977785,0.0009800000116229057
53,0.09939269742326225,0.33369186520576477,0.4310710399627686,0.0007999999797903001
54,0.0993199321373837,0.33385732769966125,0.4241593555831909,0.0010599999222904444
55,0.09924125613073898,0.33424681425094604,0.42330095838546755,0.0009599999757483602
56,0.09918020913606518,0.3347393274307251,0.4385640578842163,0.0008999999845400453
57,0.09911211037484936,0.335138201713562,0.4385640812110901,0.0011399999493733048
58,0.09902276152575888,0.33584457635879517,0.4360008648300171,0.001019999966956675
59,0.09896757648858061,0.3355284631252289,0.4303874298286438,0.0009199999622069299
60,0.09889957566489656,0.33589842915534973,0.4392430467605591,0.0009800000116229057
61,0.09881446972141278,0.33655330538749695,0.44497793842315675,0.0008799999486654997
62,0.09874779282282044,0.3363690972328186,0.4401506659889221,0.0008799999486654997
63,0.0986753114670633,0.33735647797584534,0.4512366989135742,0.0009800000116229057
64,0.09860950659646389,0.33727529644966125,0.43771904642105103,0.0010400000028312206
65,0.09857330931032121,0.3374064266681671,0.44953427505493165,0.0008799999486654997
66,0.09849823579224065,0.3380207121372223,0.43383854389190674,0.0008799999486654997
67,0.09844591482447732,0.3377405107021332,0.4434156545257568,0.0007200000109151006
68,0.09836475522175518,0.33883872628211975,0.43149468706130983,0.0010400000028312206
69,0.09834790936808913,0.33870214223861694,0.44721955419540405,0.0009800000116229057
70,0.09826387646062298,0.3391525149345398,0.4442909963989258,0.0008799999486654997
71,0.09822768919029116,0.33927035331726074,0.4448368904495239,0.0009599999757483602
72,0.09816059979720676,0.33912205696105957,0.44968434743881225,0.0009199999622069299
73,0.09810251559759135,0.3395934998989105,0.44883291481018067,0.0009399999980814755
74,0.09805954915245198,0.3396614193916321,0.43345324178695677,0.0009199999622069299
75,0.09800458302515762,0.34029051661491394,0.4346212670135498,0.0007599999662488699
76,0.09795987059087909,0.3404396176338196,0.4289935354423523,0.0011399999493733048
77,0.0978985769674006,0.34070029854774475,0.4295452869415283,0.0009399999980814755
78,0.09786199232231794,0.34094852209091187,0.43968108381271365,0.0009399999980814755
79,0.09782661237842899,0.3415331542491913,0.43821463970184327,0.0008999999845400453
80,0.09778026673258373,0.3413988947868347,0.44042973918914796,0.0009399999980814755
81,0.09772590819315356,0.3417985141277313,0.44550464042663573,0.0008399999933317304
82,0.0976857297148712,0.34192028641700745,0.4449167329978943,0.0007999999797903001
83,0.09763647388400482,0.3420935571193695,0.44409152391433715,0.0007999999797903001
84,0.09760194403748221,0.3422793447971344,0.43643835182189944,0.0009999999310821295
85,0.09505818631349522,0.35685667395591736,0.452839484500885,0.0009199999622069299
86,0.09484732887920572,0.3576653003692627,0.4568306840324402,0.0008999999845400453
87,0.0947567538944238,0.3579705059528351,0.4555338159942627,0.0009199999622069299
88,0.09473525259487965,0.3584114909172058,0.45560037296295164,0.0009999999310821295
89,0.09473492729522202,0.3581531345844269,0.45490798460006715,0.0009599999757483602
90,0.09469192736101195,0.35840916633605957,0.4535400668144226,0.0009599999757483602
91,0.09465206778863346,0.35861289501190186,0.45578953023910523,0.0009399999980814755
92,0.09466581258695667,0.35860273241996765,0.45421662370681765,0.0009599999757483602
93,0.09464071741541204,0.35844507813453674,0.45077973112106323,0.0008999999845400453
94,0.09461249363681,0.35877758264541626,0.4523351630592346,0.0009399999980814755
95,0.09460319355344263,0.35876041650772095,0.4552768202590942,0.0009999999310821295
96,0.09458254204541794,0.3590671718120575,0.45315294450759885,0.0009999999310821295
97,0.09458052119632725,0.3588493764400482,0.4586019388961792,0.0008799999486654997
98,0.09460001892066286,0.3589172959327698,0.45392991849899295,0.000859999970998615
99,0.09455658558606542,0.3590538799762726,0.46223587282180784,0.0008999999845400453
